id	title	genres	original_language	overview	popularity	production_companies	release_date	budget	revenue	runtime	status	tagline	vote_average	vote_count	credits	keywords	poster_path	backdrop_path	recommendations
832262	Force of Nature: The Dry 2	Thriller	en	When five women take part in a corporate hiking retreat and only four come out on the other side Federal Agents Aaron Falk and Carmen Cooper head deep into the Victorian mountain ranges to investigate in the hopes of finding their whistle-blowing informant Alice Russell alive.	24.043	Made Up Stories-Pick Up Truck Pictures-Arenamedia	2024-02-08	0.0	0.0	112.0	Released	The truth lies hidden.	0.0	0.0	Eric Bana-Anna Torv-Deborra-Lee Furness-Robin McLeavy-Sisi Stringer-Lucy Ansell-Jacqueline McKenzie-Jeremy Lindsay Taylor-Richard Roxburgh-Tony Briggs-Kenneth Radley-Ash Ricardo-Ingrid Torelli-Matilda May Pawsey	australia-unsolved mystery-crime investigation-australian bush	/sw4M0jLT04FM1p3C2XQ3il50wgV.jpg	/1uK63W4MAbtURb02oYFHegSebX9.jpg	
933260	The Substance	Horror	en	Have you ever dreamed of a better version of yourself? You should try this new product: The Substance. It changed my life. With The Substance you can generate another version of yourself: younger more beautiful more perfect… Just share the time. One week for one one week for the other. A perfect balance of seven days. Easy isn’t it? If you follow the instructions what could go wrong?	22.979	Working Title Films-A Good Story	2024-05-19	0.0	0.0	140.0	Released	If you follow the instructions, what could go wrong?	0.0	0.0	Demi Moore-Margaret Qualley-Dennis Quaid-Gore Abrams-Hugo Diego Garcia-Olivier Raynal-Tiffany Hofstetter-Tom Morton-Jiselle Burkhalter-Axel Baille-Oscar Lesage-Matthew Géczy-Philip Schurer-Daniel Knight-Namory Bakayoko-Bill Bentley-Lucie Laffin-Gregory Defleur		/zQc1PITqFxZDbEmHlQgO5Mxc4Od.jpg	/7qJQsxJActN9Ea6BH7FGJbKYh9A.jpg	
843617	Players	Romance-Comedy	en	New York sportswriter Mack has spent years devising successful hook-up "plays" with her friends but when she unexpectedly falls for one of her targets she must learn what it takes to go from simply scoring to playing for keeps.	22.145	Campfire Studios-I Can & I Will Productions-Marc Platt Productions	2024-02-14	0.0	0.0	105.0	Released	Love is a team sport	0.0	0.0	Gina Rodriguez-Damon Wayans Jr.-Tom Ellis-Augustus Prew-Joel Courtney-Liza Koshy-Jerry Kernion-Ego Nwodim-Marin Hinkle-Brock O'Hurn-Gina Jun-Kais Boukthir-Sterling Jonatán Williams-Darron Jay Morgan-Dan Cordle-Claudia Maree Mailer-George J. Vezina-Scottie DiGiacomo-Sarah Dacey Charles-James Hightower-Veraalba Santa-Tony Foggia		/gdD4rdpjtxtb3WPS7ig6vetphu3.jpg	/4XgQ3Uxu2XbZbs2dZ2TQu6Uju3s.jpg
592831	Megalopolis	Drama-Science Fiction	en	An architect wants to rebuild New York City as a utopia following a devastating disaster.	21.906	American Zoetrope	2024-09-25	120000000.0	0.0	138.0	Released		0.0	0.0	Adam Driver-Nathalie Emmanuel-Giancarlo Esposito-Aubrey Plaza-Shia LaBeouf-Laurence Fishburne-Talia Shire-Jon Voight-Jason Schwartzman-Dustin Hoffman-Grace VanderWaal-Kathryn Hunter-James Remar-Chloe Fineman-Isabelle Kusman-D.B. Sweeney-Bailey Ives-Adams Bellouis-Haley Sims-Madeleine Gardella-Donald Pitts-Art Newkirk-Rachel Wolf	new york city-architect-utopia-after disaster	/m0BJiPZs5iWzbJWe2uRNotZpKOk.jpg	/5BgWHEZCWqyabjNwEmauJwLp2wG.jpg	
838209	Exhuma	Mystery-Horror-Thriller	ko	After suffering from serial paranormal events a wealthy family living in LA summons a young rising shaman duo Hwa-rim and Bong-gil to save the newborn of the family. Once they arrive Hwa-rim senses a dark shadow of their ancestor has latched on the family so-called a ‘Grave’s Calling’. In order to exhume the grave and relieve the ancestor Hwa-rim seeks help from the top-notch geomancer Sang-duk and the mortician Young-geun. To their dismay the four find the grave at a shady location in a remote village in Korea. Unaware of the consequences the exhumation is carried out yet this rather unleashes a malevolent force buried underneath…	19.69	Showbox-MCMC-파인타운 프로덕션	2024-02-22	0.0	0.0	134.0	Released		0.0	0.0	Choi Min-sik-Kim Go-eun-Yoo Hae-jin-Lee Do-hyun-Jeon Jin-gi		/5khn1VQlW5gy85vh370MlAxLZsX.jpg	/aINel9503ompOlGKn4sIVMg09Un.jpg
574451	Turtles All the Way Down	Drama-Romance	en	Aza confronts her potential for love happiness friendship and hope while navigating an endless barrage of invasive obsessive thoughts.	19.058	Temple Hill Entertainment-New Line Cinema	2024-04-27	0.0	0.0	0.0	Released	You are not your thoughts.	0.0	0.0	Isabela Merced-Cree Cicchino-Felix Mallard-Judy Reyes-J. Smith-Cameron-Poorna Jagannathan-Maliq Johnson-Jenny McManus-Hannah Marks-Cory Hardin-Kevin Crowley-Tim Gooch-Miles Ekhardt-Gabriel A. Byrne-Jason Kientz-Chuck Thompson-John Green	based on novel or book-ocd	/tDKlFXWCvIkP2Xl2nMdI49kzwZx.jpg	/dWnRIt9a1cnrb0C0GesMQy4M3VP.jpg
936622	Bade Miyan Chote Miyan	Action-Comedy-Science Fiction	hi	Elite soldiers team up to recover a stolen weapon from a masked madman who wants to destroy India.	18.874	Pooja Entertainment-AAZ Films	2024-04-10	42105000.0	0.0	164.0	Released	The world is about to end and...our heroes will rise	0.0	0.0	Akshay Kumar-Tiger Shroff-Prithviraj Sukumaran-Sonakshi Sinha-Manushi Chhillar-Alaya F-Jugal Hansraj-Pitobash-Ronit Roy-Manish Chaudhary-Pawan Chopra		/ote8HmQOgmoAfqFaqVKsEdgD2q4.jpg	/b795kAB6Vbw0P92tyQwQyr4YzGf.jpg
964838	The Red Queen	Science Fiction-Thriller	en	A young software engineer ventures into a vivid journey to study a newly developed A.I. interface.	18.854		2024-06-01	0.0	0.0	80.0	In Production	BENEATH THE CODE LIES THE TRUTH.	0.0	0.0	Lucas Hogan-Edwina Rai-Erigerta Deda-Sammy Smedley-Emily Rellis-Matenin Sangare-LaVeda Davis-Samuel Vita-Sean Michael Harrison-Chloe Adlerstein-Takahiro Kitahara-Daniel Bitar-Hannah Ray Teal-Michelle Batista-Josie Altucher		/h7TRd5I1NIKK9gs3lZ2kEkiVoHH.jpg	/5FTplaF7qpSKBeaqUSi9WS8pYJs.jpg	
854934	Mabel		en	Mabel centers on Callie whose only friends are the plants and trees that surround her home. When her dad’s job moves the family to a sterile subdivision she is utterly isolated—except for her best friend a potted plant named Mabel. To Callie Mabel is a peer a fellow being maybe overlooked or unseen but still very much alive.	18.792	AgX-Wavelength	2024-04-27	0.0	0.0	84.0	Released		0.0	0.0	Christine Ko-Judy Greer-Quincy Dunn-Baker-Lexi Perkel				
959098	Autumn and the Black Jaguar	Adventure-Family	fr	Grown up in the Amazon rainforest Autumn lives with Hope the cute baby jaguar she adopted. However a circumstance forces Autumn to return to New York. Autumn goes back into the jungle to save Hope from grave danger.	18.32	Mai Juin Productions	2024-02-01	0.0	0.0	100.0	Released		0.0	0.0	Lumi Pollack-Emily Bett Rickards-Wayne Baker-Paul Greene-Lucrezua Pini-Kelly Hope Taylor-Letitia Brookes-K.C. Coombs-Airam Camacho		/dVGcZqmr0wV4VRDTksyUMW28kGp.jpg	/8SfllrGdaZr6vq02EwsVzZLPnmR.jpg	
840069	Attraction 3		ru		17.877		2024-01-01	0.0	0.0	0.0	Released		0.0	0.0	Irina Starshenbaum-Rinal Mukhametov-Oleg Menshikov-Sergey Garmash-Evgeniy Mikheev				
495278	Limonov: The Ballad	History-Drama	fr	A revolutionary militant a thug an underground writer a butler to a millionaire in Manhattan. But also a switchblade-waving poet a lover of beautiful women a warmonger a political agitator and a novelist who wrote of his greatness. Eduard Limonov’s life story is a journey through Russia America and Europe during the second half of the 20th century.	17.749	Wildside-Fremantle España-Chapter 2-Pathé-Hype Studios	2024-05-19	10500000.0	0.0	138.0	Released		0.0	0.0	Ben Whishaw-Viktoriya Miroshnichenko-Sandrine Bonnaire-Tomas Arana-Masha Mashkova-Louis-Do de Lencquesaing-Corrado Invernizzi-Victor Solé-Ivan Ivashkin	poet-biography-based on true story-novelist-based on real person	/3McbPUItj0dWLp9sJMUA5xLCVYy.jpg	/wuw0mJ2Nc9DHoQqKI7RqZby9PeV.jpg	
607338	Krazy House	Horror-Comedy	nl	When Russian workers in Bernie’s house turn out to be wanted criminals Bernie has to man up and save his ’90s sitcom family.	17.272	Kaap Holland Film-Netherlands Film Production Incentive	2024-01-20	0.0	0.0	90.0	Released		0.0	0.0	Nick Frost-Alicia Silverstone-Kevin Connolly-Gaite Jansen-Walt Klink-Jan Bijvoet-Chris Peters-Matti Stooker		/mFzI2QPeeXnF4ilhqqGjN8vrE0r.jpg	/etgX6vgk0NXhV0UAPBTFH0rG4TK.jpg	
675273	A Childhood History Plan	Comedy-Family-Romance	en	Three women are forced to spend Christmas together along with their children and grandchildren after the man they were all once married to drops dead in a New York City department store.	16.702	New Republic Pictures	2024-05-09	0.0	0.0	0.0	Released		0.0	0.0	Diane Keaton-Goldie Hawn-Bette Midler	new york city-family relationships-female protagonist	/cZzPaqx39eNYoJoBmaFxjILbQGu.jpg		
592863	Respect	Drama-Music-History	en	The rise of Aretha Franklin’s career from a child singing in her father’s church’s choir to her international superstardom.	16.387	Metro-Goldwyn-Mayer-Bron Studios-Creative Wealth Media Finance-Glickmania-Cinesite	2021-08-12	0.0	31217372.0	145.0	Released	The queen arrives.	6.8	320.0	Jennifer Hudson-Forest Whitaker-Marlon Wayans-Audra McDonald-Mary J. Blige-Marc Maron-Tituss Burgess-Saycon Sengbloh-Hailey Kilgore-Tate Donovan-Skye Dakota Turner-Heather Headley-Leroy McClain-Lodric D. Collins-Brenda Nicole Moorer-Brandon Gilpin-Tangela Large-Albert Jones-Myk Watford-Gilbert Glenn Brown	pop singer-biography-african american	/iUtPwOBZJc8uJnDqlCXTibdgxKz.jpg	/m0ppE0yXQeFWzlwLdDUFRfanp9R.jpg	665886-749386-616651-715874-699046-492024-810677-122134-11864-661591-36819-769749-804095-601470-611408-797594-639721-668640-838330-644495-807867
720321	Breathe	Action-Thriller-Science Fiction	en	Air-supply is scarce in the near future forcing a mother and daughter to fight for survival when two strangers arrive desperate for an oxygenated haven.	16.318	Thunder Road-Capstone Studios-Streamline Global	2024-04-04	0.0	0.0	93.0	Released	Time is running out.	0.0	0.0	Jennifer Hudson-Milla Jovovich-Quvenzhané Wallis-Common-Sam Worthington-Raúl Castillo-James Saito-Dan Martin-Madison Latham		/wTW2t8ocWDlHns8I7vQxuqkyK58.jpg	/tKZrLG2jDco7im8QevvQEoBirkP.jpg
668340	Maidaan	Drama	hi	Inspired by the Indian national football team coach and manager Syed Abdul Rahim who is regarded as the architect of Indian football encapsulating the golden era from 1952 to 1962.	16.306	Zee Studios-Bayview Projects-FreshLime Films	2024-04-10	20000000.0	0.0	181.0	Released	One Man. One Belief. One Spirit. One Nation.	0.0	0.0	Ajay Devgan-Priyamani-Gajraj Rao-Rudranil Ghosh-Alfredo Tavares-Abhilash Thapliyal-Chaitanya Sharma	sports-based on true story	/eKbAVKQf6choCfasNWuYoSTOPBP.jpg	/axrq9mfqOzRymlnS8UI7lP9iHSk.jpg	
947891	My Old Ass	Comedy-Drama	en	The summer before college bright-yet-irreverent Elliott comes face-to-face with her older self during a mushroom trip. The encounter spurs a funny and heartfelt journey of self-discovery and first love as Elliott prepares to leave her childhood home.	16.161	Indian Paintbrush-LuckyChap Entertainment-Scythia Films	2024-01-20	0.0	0.0	88.0	Released		0.0	0.0	Maisy Stella-Percy Hynes White-Aubrey Plaza-Maddie Ziegler-Carter Trozzolo-Seth Isaac Johnson-Kerrice Brooks-Maria Dizzia	romantic comedy-coming of age-woman centric-teenager-female centered plot	/Adf2Am3zxNDNNuD0p7t0hfv1Pdl.jpg	/1ddSuaKyME6JkarW8LRDXXj8Svp.jpg	
939020	Narayan Pustika	Mystery-Fantasy-Science Fiction	en	The story of this film is a battle between the gods and demons of another world and the trilogy between the gods of the earth and the demons and humans.	16.05	Pooja Entertainment-X Filme Creative Pool	2024-05-02	23914.0	67565.0	213.0	Released	Discuss The Victory Of Demons Over God's	0.0	0.0	Mehesh Tekam-Nivedan Haji-Devendra Rajpoot-Hari Meriwala	gods	/28RdPSLHK6tTkbx9gFKJonrlC6t.jpg		
622792	Kanguva	Drama-Action	ta		15.973	UV Creations-Studio Green	2024-01-12	0.0	0.0	0.0	Released	A Mighty Valiant Saga	0.0	0.0	Suriya-Disha Patani-B. S. Avinash-Kovai Sarala-Yogi Babu		/lycbTFBXqFN1kMdPEsnAFutKEEy.jpg	/cpK4ZqGZVJAIIKo8EgpSHif8yNL.jpg
476928	What About Love	Romance-Drama	en	Two young lovers change the lives of their parents forever when the parents learn from the joyful experience of their kids and allow themselves to again find their love.	15.969		2024-02-14	0.0	0.0	114.0	Released		0.0	0.0	Miguel Ángel Muñoz-Marielle Jaffe-Sharon Stone-Andy García-Jose Coronado-Iain Glen-Rosabell Laurenti Sellers-Caroline Morahan-Maia Morgenstern-Corneliu Ulici-Kamaliya-Sara Lazzaro-Ferran Rañé-Radu Iacoban	romantic comedy-romance-love-workplace comedy-pretend lover-love story	/jGVpMWEemYCSa2p9OSCMsaBXY98.jpg	/h91JC9H67NxSs5HWyCQ1hjBvV9S.jpg	
865910	The Plot	Crime-Thriller	ko	The story is about a hitman named Brain who suffers an accident during a murder and struggles to survive while suspecting everyone around him to find out who is behind the accident after barely surviving.	15.771	Zip Cinema-Next Entertainment World	2024-05-29	0.0	0.0	100.0	Released		0.0	0.0	Gang Dong-won-Lee Moo-saeng-Lee Mi-sook-Lee Hyun-wook-Tang Joon-sang-Kim Hong-pa-Jung Eun-chae-Kim Shin-rock-Lee Dong-hwi-Hyun Bong-sik-Lee Jong-suk	remake	/qcnrlYPXMh7gLAGzloMS7tNfHi2.jpg	/lVJU5ymNPhxBFEnscvOJ9GrIkjv.jpg	
879412	You Can't Run Forever	Thriller	en	A teenage girl suffering from anxiety due to a tragic event from her past finds herself hunted through the woods by a sociopath on a murderous rampage.	15.686	Rubber Tree Productions-Voltage Pictures	2024-05-17	0.0	0.0	102.0	Released	Don't look back.	0.0	0.0	J.K. Simmons-Fernanda Urrejola-Allen Leech-Isabelle Anaya-Nathan Vincenti-Graham Patrick Martin-Andres Velez-Kevin G. Quinn-Olivia Simmons-Michael Spears-Alet Taylor-Randy Gonzalez-Mikaela Poon-Beau Linnell-Spencer Kramber-June Clemons-Max Garfin-Andy Taylor-Matt Flanders-Shannon Hemmings-Parker Fenady		/nq2h6Np6h7D1SpSNBqeyAkYd7xA.jpg	/jNozSzELDF0AYtc55jjlbbhw5nm.jpg	
932420	Code 8 Part II	Science Fiction-Action	en	In a world where superpowered people are heavily policed by robots an ex-con teams up with a drug lord he despises to protect a teen from a corrupt cop.	15.328	XYZ Films-Collective Pictures	2024-02-27	0.0	0.0	100.0	Post Production	Power corrupts.	0.0	0.0	Stephen Amell-Robbie Amell-Alex Mallari Jr.-Sirena Gulamgaus-Jean Yoon-Aaron Abrams-Moe Jeudy-Lamour-Natalie Liconti-Jane Moffat-Sammy Azero-Altair Vincent-Noorin Gulamgaus-Sarena Parmar-Mikayla SwamiNathan-Jessica Allen-Akiel Julien-Keith Barnes-Nneka Elliott		/hhvMTxlTZtnCOe7YFhod9uz3m37.jpg	/hgLBNSvXXyK2Uvzw4n6TaE6UijZ.jpg
881544	Formed Police Unit	Drama-Action	zh	The film focuses on the Chinese peacekeeping police performing overseas missions. They wear blue helmets and are fully armed marching trough danger just to maintain the security and peace of the world. How will the members of the peacekeeping deal with new and severe challenges?	15.29		2024-05-01	0.0	0.0	101.0	Released		0.0	0.0	Wang Yibo-Johnny Huang-Zhong Chuxi-Jason Koo-Zhao Huawei-Yin Xiaotian-Fredrik Yderström-Thomas Fiquet		/45cnBgMz847ExuxFJrzHMEvOrN5.jpg	/leP48xKwiuKAsfasT3OMXaSLSqZ.jpg	
881415	Love Me	Science Fiction-Romance-Drama	en	Long after humanity's extinction a buoy named Me and a satellite named Iam meet online and fall in love.	15.283	ShivHans Pictures-Scythia Films-AgX-2AM	2024-01-19	0.0	0.0	92.0	Released		10.0	1.0	Kristen Stewart-Steven Yeun		/pHLHPZEGhw8JKXgM4WYtJztNSYT.jpg	/f6i7gsSqdOdkK5iqIGAKWFBJP5Y.jpg	
875350	Dead Man		es	A small village lost in the mountains paralyzed after the closing of a mine receives the arrival of an outsider who offers a significant payment in exchange for a very special job: to kill the owner of the mine.	15.1	Adart Producciones-JUMP Producciones	2024-04-23	0.0	0.0	107.0	Released		0.0	0.0	Osvaldo Laport-Diego Velázquez-Daniel Valenzuela-Roly Serrano-Yanina Campos-Sebastián Francini-Oliver Kolker-Harold Agüero		/mpEZ0M56Ku9vb6MCrxdMfjLZGp5.jpg
952022	Férias Trocadas	Comedy	pt	José Eduardo known as Zé owns a small football school and wins a trip with his wife and blogger daughter to Cartagena in a raffle. José Eduardo known as Edu is a successful businessman who is going on vacation with his wife and son. The confusion begins when by mistake Zé stays at Edu's luxury hotel which in turn ends up at Zé's simple inn. This exchange provides experiences that the two families were not used to but which ends up uniting them even more.	15.095	Paris Entretenimento	2024-05-02	0.0	0.0	0.0	Released		0.0	0.0	Edmilson Filho-Carol Castro-Matheus Costa-Aline Campos-Klara Castanho-Gustavo Mendes		/rjqL9v42DguyaKhd1SNkLnTXKx3.jpg	/uKOwNfP3YDUMake5Gub6xb42gwn.jpg	
931642	Lights Out	Action-Thriller	en	A drifting ex-soldier turns underground fighter with the help of a just-released ex-con pitting him against corrupt cops and hired killers now gunning for him and all those he cares about.	14.946	Firebrand	2024-02-16	7000000.0	0.0	90.0	Released	They started the wrong fight.	6.0	1.0	Frank Grillo-Mekhi Phifer-Scott Adkins-Dermot Mulroney-Jaime King-Kevin Gage-Amaury Nolasco-Jessica Medina-JuJu Chan-Erica Peeples-Donald Cerrone-Paul Sloan-Mary Christina Brown-Justin Furstenfeld-Jailyn Rae-Robert Laenen-Anthony C Garcia-Pino Martinez-Ibrahim Shahoot-Moudi Gameel-Bryan McGowan-Tyler Wombles-Del Eswar		/pZQ1k20EQ4kkOZ43MBHvPkGEXmf.jpg	/cIHFTyIf0LjRzjSnwtCAGzwTOKK.jpg
958855	A Good Jewish Boy	Comedy-Drama	fr	Bellisha is a good Jewish boy. He is a 27-year-old curly-haired weak and nonchalant young man who struggles to become an adult. He still lives with his mother Giselle in a poor neighborhood. After the closing of the last synagogue it is the turn of the last kosher grocery store to close its doors. That's it they are the last Jewish family in the area. But much to Giselle's dismay Bellisha doesn't particularly want to leave. He feels comfortable and positive despite the tensions in the community and his mother's rapidly deteriorating health.	14.914	Moonshaker	2024-01-24	0.0	0.0	0.0	Released		0.0	0.0	Agnès Jaoui-Michael Zindel-Youssouf Gueye-Rony Kramer-Eva Huault		/ccEBRA1WQAfEKsFm3wh8J3FsNIj.jpg		
663260	Black Box	Mystery-Thriller-Drama	fr	Matthieu is a young and talented black box analyst on a mission to solve the reason behind the deadly crash of a brand new aircraft. Yet when the case is closed by authorities Matthieu cannot help but sense there is something wrong with the evidence. As he listens to the tracks again he starts detecting some seriously disturbing details. Could the tape have been modified? Going against his boss' orders Matthieu begins his own rogue investigation - an obsessional and dangerous quest for truth that will quickly threaten far more than his career...	14.839	24 25 Films-WY Productions	2021-09-08	10722240.0	9738741.0	130.0	Released	Some clues are better left unheard	7.4	838.0	Pierre Niney-Lou de Laâge-André Dussollier-Sébastien Pouderoux-Olivier Rabourdin-Guillaume Marquet-Mehdi Djaadi-Aurélien Recoing-André Marcon-Anne Azoulay-Marie Dompnier-Grégori Derangère-Philippe Maymat-Boris Ravaine-Lorène Devienne-Claire Viville-Niki Zischka-Pablo Gallego-Mark Baris-Gaël Giraudeau-Sébastien Corona-Antoine Croset-Stéphane Boucher-Adeline Moreau-Antony Hickling-Alexandre Guilbaud-David Sighicelli-Julian Bugier-Julien Benedetto-Clémence de la Baume-Axelle Laffont-Romain Fleury-Jean-Christophe Batteria-Damien Zanoly-Polo Anid-Bruno García-Christophe Istier-Marlène Veyriras-Hassam Ghancy-Bruce Sherfield-Anaïs Weill-Angélique Lefèvre-Quentin D'Hainaut-Aurélia Frachon-Jean-Yves Freyburger-Octave Bossuet		/gIYxQoxQC78kQBxIKCR41hheqwb.jpg	/iESOtcipUpFvk5AlfwbrsGPSq4q.jpg	425274-637534-745611-785210-604563-615684-59121-607442-712152-752070-467414-655082-577242-679989-381356-498402-884971-492024-484468-484482-438631
893591	Nadikar	Comedy-Drama	ml	Follows the life of superstar David Padikkal. David is a good actor but there comes a point in his life when he is forced to look inward to locate his real character.	14.137	Mythri Movie Makers	2024-05-03	0.0	0.0	0.0	Released		0.0	0.0	Tovino Thomas-Soubin Shahir-Bhavana-Dhyan Sreenivasan-Anoop Menon-Lal-Balu Varghese-Ganapathi S Poduval-Indrans-Madhupal-Althaf Salim-Sanju Sivaram-Abhiram Poduval-Khalid Rahman-Devika Gopal Nair-Manohari Joy-Maala Parvathi-Veena Nandakumar-Suresh Krishna-Shaun Xavier-Bipin Chandran-Aju Varghese-Shine Tom Chacko-Sumesh Moor-Abu Salim-Ranjith-Manikuttan-Divya Pillai-Chandu Salimkumar-Aishwarya Suresh-Abhiram Radhakrishnan-Sushin Shyam		/leQKUOVLhw72FW859il6YLHWtgn.jpg	/eHbVF8yBkOZn6PhmIboSzpQyMTZ.jpg
810658	Adam the First	Drama	en	Adam a 14-year-old boy travels across the country to meet a series of men who could be his father after finding a letter with a list of names and addresses.	14.08	Randomix Productions-Adam 1 Pictures	2024-02-14	0.0	0.0	0.0	Released		0.0	0.0	Tracy Pfau-Oakes Fegley-Darryl Cox-Kevin Wayne-Billy Slaughter-Adrian Lockett-Santiago Villalobos-Eric Hanson-Larry Pine-Kim Jackson Wheeler-David Duchovny-T.R. Knight-Holly Bonney		/yPUTLjtGkfLecHr5MHz0SXeCNtT.jpg		
890116	Merry Christmas	Drama-Thriller	hi	On Christmas Eve Albert returns home after several years of being away. Grieving for and adjusting to the loss of his mother he steps out seeking cheer in the city's Christmas Eve festivities. He meets the beautiful and mysterious Maria and her little daughter who is mute. The night fans into long walks and conversations sparking unexpected yet undeniable magnetism between the two. But things soon take a dark turn and an evening of romance turns into a nightmare.	14.021	Tips Industries-Matchbox Pictures	2024-01-12	0.0	0.0	144.0	Released	Raat jitni sangeen hogi, subah utni rangeen hogi	0.0	0.0	Katrina Kaif-Vijay Sethupathi-Radhika Apte-Tinnu Anand-Sanjay Kapoor-Vinay Pathak-Pratima Kazmi-Ashwini Kalsekar-Aditi Gowitrikar-Ranjan Raj-Radhika Sarathkumar-Shanmugarajan		/vDBfQgoM1WCIGgUXfvWotu8klTu.jpg	/yR4JmosZ3GgqQWkqSNPzqGwAbnY.jpg
822119	Captain America: New World Order	Action-Adventure	en	A sequel to Marvel Studios' The Falcon and the Winter Soldier and follows Sam Wilson as the new Captain America.	14.011	Marvel Studios-Kevin Feige Productions	2024-05-01	0.0	0.0	0.0	Planned		0.0	0.0	Anthony Mackie-Tim Blake Nelson-Shira Haas-Danny Ramirez-Carl Lumbly-Harrison Ford-Xosha Roquemore	hero-superhero-superhero team-marvel cinematic universe (mcu)	/3DgdfIoJsGnEvSSvUs5hOAYbZlL.jpg	/qYvpc3qLb0LpGOBS7JOq5RxYt0x.jpg	
960364	Retro Therapy	Comedy-Drama	fr		13.995	A Private View-Iota Production-.Mille et Une. Films.-Cámara Oscura	2024-05-22	0.0	0.0	0.0	Released		0.0	0.0	Fantine Harduin-Hélène Vincent-Olivier Gourmet-Émilie Dequenne-Rita Benmannana-Tom Audenaert-Aymeric Fougeron-Loriane Klupsch-Pauline Étienne		/bdGOnFwrrfa374GJRftkR6510cx.jpg	/cAag4a9At2B9fnAuOtBMMXyA8G.jpg	
926188	Mystery Writers	Horror	zh		13.89		2024-04-19	0.0	0.0	84.0	Released		0.0	0.0	Esther Huang-Chen Yu-Masha Pan-Ping-Ya Tai-Francesca Kao-Shu-ting You-Alina Cheng-Helena Hsu-Kuang Tian-Eddie Chen-Chun-Hao Hung-Sin-Ting Huang-Peng Chia-chia-Chen Wen-shan-Yang Chieh-mei-Hao-Wei Yang-Chia-Yi Chu		/AljFApPfWNzOopaYq9ZKKIavHqs.jpg	/8TSa23v0ZlyxJPHST4L2IYJTrAV.jpg	
680027	Altered Reality	Thriller	en	Oliver's life transforms with an alien-marked miracle drug riches family woes and a vanished daughter in 'Altered Reality'—a gripping tale of redemption and choices.	13.653	Wake Me LLC	2024-02-16	0.0	0.0	99.0	Released		0.0	0.0	Tobin Bell-Charles Agron-Lance Henriksen-Ed Asner-Alyona Khmara-Krista Dane Hoffman-Kayla Adams-Kate Dailey-Demi Castro-Kamran Shaikh	time travel	/5SWMAhFwRYS3VbGwIv1j2DySYMG.jpg
755388	Ayalaan	Science Fiction-Action-Adventure-Thriller	ta	A lost alien seeks help from four friends to get back to his home planet while a group of hostile scientists tries to capture it.	13.584	24AM Studios-KJR Studios	2024-01-12	12000000.0	0.0	155.0	Released	Destination : Earth	0.0	0.0	Sivakarthikeyan-Rakul Preet Singh-Isha Koppikar-Sharad Kelkar-Yogi Babu-Bhanupriya-Karunakaran-Balasaravanan-Shan Sharif Khan-Siddharth-Sajol Chowdhury-Rahul Madhav-David Broughton-Davies	alien	/jgcAzYFMYEDQP7eCtJQKjJMcUK5.jpg	/edF35dA59ltU0dZdCJ66M9TBrp5.jpg	
774531	Young Woman and the Sea	Drama	en	The story of the record-making swimmer's successful 1926 crossing of the English Channel offering insight into the significance of her accomplishment the personal price she paid for her achievement and her abrupt subsequent departure from the public eye.	13.453	Walt Disney Pictures-Jerry Bruckheimer Films	2024-05-31	0.0	0.0	129.0	Released	Defy the odds	0.0	0.0	Daisy Ridley-Tilda Cobham-Hervey-Stephen Graham-Kim Bodnia-Jeanette Hain-Glenn Fleshler-Sian Clifford-Christopher Eccleston-Ethan Rouse-Olive Elise Abercrombie-Lilly Aspell-Raphael J. Bishop-Alex Hassell-Alexander Karim-Sebastian Griegel-Doc Butler-Yordan Angelov-Robert Eades-Hyoie O'Grady-Devina Vassileva-Tessa Bonham Jones-Vanina Yordanova-Saskia Vinkhuyzen-Siobhan O'Connor-Andy Sellers-Dennis Billingsley-Trevor Van Uden-Cat Haave-Iliyana Koleva-Paolina Popova-Owen Davis-Brian Caspe-Nicholas Colicos-Michael Fleming-Velizar Binev-Meglena Karalambova-John Carew-Petar Stoychev-Dimo Alexiev-Kiril Efremov-Kexin Wang-Anton Poriazov-Michael Amiar-Bashar Rahal-Sava Dragunchev-Simon Balcon-Roy Hill-Rosen Rosenov-Martin Lyamov-Justine Viotty-David Calvitto-Derek Morse-Paul Boichat-Laila Barwick-Tsvetan Marinov-J.R. Esposito-Lylianna Eugene-Quinn Patrick-Ivan Panev-Laura Hinton-Howard Chadwick-Mariyan Stefanov-Jana Yakovleva-Clive Sawyer-Robert Chapman-Euan Macnaughton	english channel-swimming-1920s-women's sports-biopic	/iEmmGOlO5LC2IkWFSr1DWV4twoG.jpg	/qUzOjbKPTyKwBAWAwUNZDvF5qDE.jpg	
716387	Bhootpori	Horror	bn	The film chronicles the tale of a deceased woman and a little boy who meets the restless soul of the departed woman. The woman seeks help from the little boy to unravel the mystery behind her death.	13.382	Surinder Films	2024-02-09	0.0	0.0	108.0	Released		0.0	0.0	Jaya Ahsan-Bishantak Mukherjee-Ritwick Chakraborty-Sudipta Chakraborty-Shantilal Mukherjee-Abhijit Guha		/X5Rx94IoQIXhlBRQK9Wv4MWnp7.jpg		
